"","user","type"
"310","Borini doing most of the work for Liverpool's offense. Another close chance. #beINCapitalOneCup ","sports"
"311","Great turn by Borini on the edge of the area but shot ""whistles"" by the post. #beINCapitalOneCup ","sports"
"312","Beautiful pass to Coutinho but no space to create in the box! #beINCapitalOneCup ","sports"
"313","No one is sure what Fabio Borini was doing on this play.... Probably not even him. #beINCapitalOne ","sports"
"314","All eyes were on El Clasico this weekend, but yet so many little details went unnoticed: ","sports"
"315","Gerhard Tremmel with the confident save against Lucas Leiva. #beINCapitalOneCup ","sports"
"316","Henderson takes a kick.... but it sails way wide of the goal. #beINCapitalOneCup ","sports"
"317","Borini taken down. Free Kick Liverpool. #beINCapitalOneCup ","sports"
"318","Liverpool and Swansea's starting lineups and formations. #beINCapitalOne ","sports"
"319","NEW and EXCLUSIVE: Back from the dead.@Jon_LeGossip on Yoann Gourcuff's revival at @OL: ","sports"
"320","Spain the PAIN.Mourinho unhappy with Vicente del Bosque handling of Diego Costa: ","sports"
"321","Would you go for a coffee with Pep?Mario Mandzukic says he wouldn't, over a lack of respect: ","sports"
"322","It's certainly a nice choice for a coach to have!New poll about Suarez Ballon d'Or omission ","sports"
"323","Ballon d'Or nominees doesn't include @LuisSuarez9 and @Cristiano dominates @LaLiga awards in today's newsflash","sports"
"324","It's YOUR chance to speak up with #beINTERACTIVE! Watch #TheExpressXtra tonight to see if your answers make it on air ","sports"
"325","Gignac a goner?!Striker set for @OM_Officiel exit over wage demands on new deal: ","sports"
"326","Ribery come back!Zinedine Zidane says France need the @FCBayern man back: ","sports"
"327","Another day, another prize.@Cristiano swimming in success at LFP awards: ","sports"
"328","League Cup preview Pt 2.Anfield set to stage all Premier League affair between @LFC and Swansea: ","sports"
"329","League Cup preview Pt 1.@chelsea set to face lowest ranked team in the competition: ","sports"
"330","Well, well, well…@11carlosV called up by Mexico for two friendlies: ","sports"
"331","Yoann The Man.@Jon_LeGossip's EXCLUSIVE look at Gourcuff rolling back the years: ","sports"
"332","Ballon d'Or shortlist announced.@realmadrid dominate as full line-up confirmed: ","sports"
"333","ICYMI: Premier League Points.@grahamruthven on the main issues as @ManUtd and @chelseafc clashed this past weekend: ","sports"
"334","SPECIAL SLIDESHOW: Broken Hearts: The Most Memorable Divorces in Sports World ","sports"
"335","Guess who's going to be playing for @Argentina again!! YES! THIS GUY! ","sports"
"336","@_algazel - Vote on our website for this week's Top Play!","sports"
"337","What was the most impressive aspect of @ACMilan's improvement under Inzaghi? ","sports"
"338","Thanks to everyone for watching #TheLockerRoom I had fun live tweeting &amp; look forward to next week, this is @GDMetellus8, I'm out. #GDM","sports"
"339","Who had the best goal of the week? Vote now for this week's Top Play!","sports"
"340","Remember to visit our Facebook, Instagram accounts to vote for the best goal of the week. #GDM #TheLockerRoom","sports"
"341","Okay, ladies &amp; gentlemen it's time for ""What I Loved"" &amp; ""Top Goals"" as the show winds down. #GDM #TheLockerRoom","sports"
"342","Great pics sent in by the fans for showing support for their squads #ElClasico #GDM #TheLockerRoom","sports"
"343","Jeremy says that Ray should go to the next Clasico.  Everyone use #GetRayToElClasico. #GDM #TheLockerRoom","sports"
"344","Can Sevilla pull an Atletico Madrid from last year and break up the Real-Barca duo? #GDM #TheLockerRoom","sports"
"345","It is Sevilla that benefitted the most from El Clasico. Unai Emery deserves full credit as they are level at the top of the table #GDM","sports"
"346","Valencia officially under new owner as Los Che get back to winning ways as they challenge for a Champions League spot. #GDM #TheLockerRoom","sports"
"347","Ray lauds San Iker, Kay with a great rhyme about haters. #GDM #TheLockerRoom","sports"
"348","Back to El Clasico talk &amp; the goalkeepers Gary gives Casillas a good grade while Bravo not so good &amp; mentioned his poor record at Bernabeu","sports"
"349","Great thoughts &amp; sentiments expressed by Gary Bailey about the South African international goalkeeper, Senzo Meyiwa. #GDM #TheLockerRoom","sports"
"350","The derby between Orlando Pirates &amp; Kaizer Chiefs cancelled this weekend in honor of Senzo Meyiwa. #GDM #TheLockerRoom","sports"
"351","Our thoughts &amp; condolences to the friends, family, teammates and those close to Senzo Meyiwa. #BafanaBafanaCaptain #GDM","sports"
"352","Our friend, colleague, &amp; football journalist @sulaiman4real talking about the tragedy of Senzo Meyiwa in South Africa. #GDM #TheLockerRoom","sports"
"353","Southampton &amp; West Ham praised for their style of play and surprising start to the season. #GDM #TheLockerRoom","sports"
"354","Manchester United got a late equalizer vs. Chelsea, Gary mentioning the youth of United &amp; if Chelsea can be the Invincibles. #GDM","sports"
"355","Time to talk some Serie A and Juve's performance against Palermo. They needed the 3 points. Roma now on the docket &amp; No Totti, No Party. HA","sports"
"356","Chaos has broken out on the set. Ray singing as San Iker fails to get a last minute mention on the show. #GDM #TheLockerRoom","sports"
"357","Very funny quote by Vieri saying that for professional players, pain-killing shots are like breakfast. #GDM #TheLockerRoom","sports"
"358","Jeremy experienced his CR7 speed on the sideline of the Bernabeu.  Messi wasn't quite the same cause of the pain-killing injections.","sports"
"359","CR7 scored his 16th goal of the season as he continues to destroy records. Ray &amp; Ian say he's a team player &amp; unselfish. #GDM #TheLockerRoom","sports"
"360","What is your assessment of Luis Suarez? #GDM #TheLockerRoom. Vieri says he needs a month before he starts scoring a lot.","sports"
"361","Neymar &amp; Marcelo first mentioned on #TheLockerRoom as El Clasico Game Changer.","sports"
"362","The referee was calm &amp; firm and was NOT a game changer for El Clasico. Speaking of which, Who was a gamechanger for El Clasico? #GDM","sports"
"363","Refeering by Gil Manzano was incredible and oozed confidence during El Clasico #GDM #TheLockerRoom","sports"
"364","Our own @Gino_Fuentes talks about El Clasico on #TheLockerRoom, great work from Gino breaking down the big game.","sports"
"365","Jeremy talks about Patrick Kluivert &amp; how he was being stopped on the streets of Madrid. Kluivert handled it with class. #GDM #TheLockerRoom","sports"
"366","Lots of angles covered about El Clasico, what was the best point made about El Clasico in your view? #GDM #TheLockerRoom","sports"
"367","Vieri says that you don't change the style cause of one game. Bale will be great in the 4-3-3.  How does Bale fit in? Time for rotations","sports"
"368","SPECIAL SLIDESHOW: Spain vs. France? Choose your favorite league between @LigaBBVA and @Ligue1 ","sports"
"369","Ray mentions the well played game of Marcelo. Now what happens when Bale is fit especially since they won without him? #GDM #TheLockerRoom","sports"
"370","Vieri &amp; Ray agree about Barca's style not effective and Kay mentions the balance between Barca's defense &amp; possession. #GDM #TheLockerRoom","sports"
"371","Did early yellow cards take out aggression of Barca for El Clasico? #GDM #TheLockerRoom","sports"
"372","For Ray, El Clasico was lost for Barca because it seems like the confidence lost after Messi's miss for their second. #GDM #TheLockerRoom","sports"
"373","The 4-4-2 formation used by Ancelotti and the decisions by Luis Enrique being compared, right now. #GDM #TheLockerRoom","sports"
"374","Famous singer Luis Enrique unfortunately mistaken for Barca coach on Twitter. #GDM","sports"
"375","Vieri mentions how humble &amp; Ancelotti is like a teammate and how the players enjoy him him. Is Ancelotti the DT best in the world? #GDM","sports"
"376","Kay asks whether Ancelotti gets enough credit for Real's fine run of form. Ray mentions how Ancelotti rights the ship with team mentality","sports"
"377","What did we learn from El Clasico? Ray praises Carlo Ancelotti &amp; his player management. #GDM #TheLockerRoom","sports"
"378","Christian Vieri mentions the difference between Barca in the first half &amp; second. #GDM","sports"
"379","Suarez almost gets 2 assists if Messi scores in front of goal. #GDM #TheLockerRoom","sports"
"380","Ray &amp; Ian think that it was a good idea to start Suarez &amp; now Jeremy tells how surprised the people in the Bernabeu seeing LS on the pitch.","sports"
"381","More El Clasico talk and it starts with the question of Whether it was a good decision to start Suarez against Real.","sports"
"382","It is showtime on #TheLockerRoom and this is @GDMetellus8 and I will be live tweeting using the #GDM for my own tweets.","sports"
"383","Is @Atleti finally getting back to their roots? @JoyPaulIan analyzes the action: ","sports"
"384","How does @beinsportsusa prepare for ""El Clasico?"" Take a look: ","sports"
"385","Tributes pour in.Football coming to terms with tragic death of South African goalkeeper: ","sports"
"386","Luis Suarez happy to be called a diver, or a biter....just not a racist: ","sports"
"387","Pragmatism = victory.EXCLUSIVE from @paulwilkesfooty on the tactics that won El Clasico: ","sports"
"388","Premier League Points is a @chelseafc and @ManUtd special.@grahamruthven looks at the FIVE main talking points: ","sports"
"389","ICYMI: El Clasico view from Barcelona.@AndreasVou89 overlooks the old wounds at the club: ","sports"
"390","El Clasico view from Madrid, by our man @PhilKitro.Keep calm, @realmadrid are in control: ","sports"
"391","Tragedy strikes for the Bafana Bafana as goalie and captain Senzo Meyiwa is shot dead. ","sports"
"392","PHOTOS: @carlos7bacca goal for @SevillaFC stands out in the best of la @LigaBBVA ","sports"
"393","Robin van Persie nets a 94th minute equalizer against @ChelseaFC: ","sports"
"394","SPECIAL SLIDESHOW: An exciting Clasico @realmadriden vs. @FCBarcelona in the Best of the Week ","sports"
"395","PHOTOS: @G_Higuain hat-trick for @sscnapoli stands out in the Best of @SerieA_TIM ","sports"
"396","JOSIP ILICIC! Comes off the bench to boost @ACFFiorentina to salvage a point against @ACMilan:","sports"
"397","Senzo Meyiwa dead at 27 ","sports"
"398","Like a Spanish bull, Coach Laurent Blanc said that @PSG_inside were motivated by seeing red. ","sports"
"399","BREAKING: Bafana and Orlando Pirates captain Senzo Meyiwa has been shot dead. More coming up on #TheExpressXtra","sports"
"400","Ilicic ties it for Fiorentina against Milan! 1-1 in the 65th minute! #beINSerieA ","sports"
"401","Nothing like some home cooking to get @juventusfcen back to its winning ways. Recap and HLs. ","sports"
"402","Opportunities appearing for Fiorentina after this shot from Matias Fernadez. #beINSerieA ","sports"
